124   15   2    5   14   M   15   0    3   M    7   1   SN   14
125   15   2    5   14   M   16   0   27   F    2   0   SN   14
126   16   1    2   19   F   17   1    6   F   11   0   SN   14
127   16   2    5    7   F   21   0    2   M   15   0   PT   14
128   17   1    2   23   F    1   0   24   M    4   0   CN   14
129   17   1    2   23   F    2   0    9   F    6   0   NA   14
130   17   2    5   23   F    3   0    9   F    7   0   NA   14
131   17   1    2    7   F   22   0    1   B   11   0   CR   14
132   17   1    2   24   M    1   1    1   B   12   0   CR   14
133   21   1    2   23   F    4   1   24   M    5   0   CN   14
134   21   2    5   25   M    1   1    2   M   16   0   PT   14
135   22   2    5   26   M    1   1    2   M   18   0   PT   14
136   22   3   10   14   M   17   0    2   M   17   0   PT   14
137   22   3   10   27   F    1   1    9   F    8   1   NA   14
138   22   1    2   28   M    1   0    2   M   19   0   PT   14
139   23   2    5   29   M    1   0   24   M    6   0   CN   16
140   23   3   10   29   M    2   1   12   F    4   0   DM   16
141   24   1    2   30   M    1   1    1   B   13   0   CR   16
142   25   2    5   28   M    2   0    6   F   12   1   SN   18
143   25   1    2   28   M    3   0   17   M    5   1   SN   18
144   25   1    2   31   F    1   0    8   F    4   0   EN   18
145   25   1    2   14   M   18   0    1   B   14   0   CR   18
146   25   1    2   14   M   19   0   28   M    2   1   NA   18
147   25   1    2    7   F   23   0    8   F    3   0   NA   18
148   25   2    5    7   F   24   0   10   F   11   0   SN   18
149   26   1    2   31   F    2   1    8   F    5   1   EN   18
150   26   1    2   32   M    1   0   30   M    1   1   CN   18
151   26   1    2   14   M   20   1    1   B   16   0   CR   18
152   26   1    2    7   F   25   0    1   B   15   0   CR   18
153   26   2    5    7   F   26   0   10   F   12   0   SN   18
154   26   2    5    7   F   27   0   12   F    5   1   DM   18
155   26   2    5    7   F   28   0   10   F   13   1   SN   18
156   27   4   20   33   M    1   0    2   M   20   0   PT   18
157   27   2    5   33   M    2   0    2   M   21   0   PT   18
158   27   1    2   33   M    3   1    2   M   22   0   PT   18
159   27   1    2   32   M    2   1   24   M    7   1   CN   18
160   27   1    2    7   F   29   1    7   N    6   0   PR   18
161   28   3   10   34   F    1   0   31   F    1   1   SR   20
162   28   1    2   34   F    2   1    1   B   17   0   CR   20
163   29   3   10   11   M    3   0   16   M    3   1   EN   20
164   29   1    2   11   M    4   0    1   B   18   0   CR   20
165   29   1    2   11   M    5   1    1   B   19   0   CR   20
166   30   2    5   28   M    4   0    2   M   23   0   PT   23
167   30   1    2   35   F    1   1    1   B   20   0   CR   23
168   30   1    2   36   M    1   0    1   B   21   0   CR   23
169   30   1    2   37   M    1   0    1   B   22   0   CR   23
170   30   1    2   38   M    1   1    1   B   23   1   CR   23
